Packet number, Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Acceleromter Y (g),Accelerometer Z (g), Magnetometer X (G), Magnetometer Y (G), Magnetometer Z (G)
150,-11.955, 10.714,  0.449,  -0.062,  0.104, -0.985, -0.155,  0.052, -0.233
151, -3.013, -0.396, -9.675,  -0.057,  0.045, -1.065, -0.164,  0.056, -0.228
152,-11.200, -3.843,-14.894,  -0.117,  0.124, -0.946, -0.167,  0.058, -0.235
153, -8.785,  2.422, -6.482,  -0.090,  0.077, -0.958, -0.174,  0.058, -0.241
154, -0.456,  6.266, -2.602,  -0.110,  0.051, -1.001, -0.176,  0.059, -0.240
155,-10.191,  8.621, 21.481,  -0.248,  0.101, -0.957, -0.179,  0.061, -0.245
156,-12.516,  5.032, 70.409,  -0.094,  0.005, -0.980, -0.151,  0.068, -0.243
157,  8.778,  9.503, 45.474,   0.021, -0.026, -0.944, -0.133,  0.073, -0.237
158, -6.482, 18.647, 51.239,   0.007, -0.037, -0.937, -0.117,  0.085, -0.219
159, 19.462,  7.753,  0.680,   0.095, -0.031, -1.017, -0.109,  0.085, -0.227
160, 13.772,  1.667,-13.436,   0.092, -0.085, -1.085, -0.124,  0.093, -0.211
161,  7.925, -1.361,-23.799,   0.040, -0.102, -1.058, -0.123,  0.100, -0.211
162,  1.996, -1.637,-26.984,  -0.013, -0.121, -0.959, -0.134,  0.100, -0.208
163, -2.437, -5.959,-29.167,   0.010, -0.119, -0.959, -0.147,  0.097, -0.201
164, -2.064, -4.471,-29.429,  -0.008, -0.118, -1.012, -0.151,  0.096, -0.206
165, -1.637, -3.163,-35.717,  -0.022, -0.137, -0.965, -0.164,  0.090, -0.214
166,  3.641,  1.338,-35.081,   0.051, -0.083, -0.998, -0.179,  0.085, -0.210
167,  2.310,  6.445,-17.032,   0.172, -0.110, -1.038, -0.187,  0.078, -0.211
168, -1.406,  4.441,-14.759,   0.165, -0.088, -0.994, -0.195,  0.078, -0.207
169,  3.731,  6.355, -5.869,   0.102,  0.010, -1.106, -0.200,  0.078, -0.204
170,  3.551, 12.157, -9.182,   0.104, -0.086, -1.011, -0.215,  0.079, -0.208
171, -4.733,  1.667,-27.911,   0.073, -0.119, -0.987, -0.215,  0.074, -0.209
172, 12.987, -0.912,-20.793,   0.081, -0.146, -1.051, -0.228,  0.074, -0.194
173,  7.686, -2.550,-24.973,   0.062, -0.108, -0.921, -0.233,  0.071, -0.198
174,  4.680,  1.069,-10.864,   0.133, -0.249, -0.960, -0.236,  0.077, -0.190
175,  3.290,  0.000,-13.653,   0.130, -0.264, -0.937, -0.240,  0.082, -0.185
176, -5.361,  2.482,-24.344,   0.066, -0.189, -1.093, -0.245,  0.085, -0.183
177,-14.595, -2.400, -7.619,   0.003, -0.201, -0.869, -0.250,  0.076, -0.180
178,  5.608,  0.957, 16.292,   0.109, -0.293, -0.925, -0.249,  0.077, -0.186
179,-16.337, -1.353, -5.937,   0.055, -0.227, -1.005, -0.237,  0.075, -0.184
180, -3.193,  2.236,  7.918,   0.085, -0.291, -1.031, -0.234,  0.077, -0.190
181,  0.561,-11.320,-11.768,  -0.006, -0.368, -0.993, -0.231,  0.076, -0.192
182,-13.772, -9.787,-23.956,   0.028, -0.155, -0.992, -0.231,  0.069, -0.200
183,  9.182,  4.239, -4.030,   0.046, -0.206, -0.966, -0.234,  0.074, -0.198
184,  7.701,  3.454,-19.956,  -0.001, -0.209, -1.114, -0.247,  0.076, -0.180
185,  5.503,  2.108,-28.240,  -0.031, -0.264, -0.980, -0.254,  0.071, -0.184
186, 10.370,  8.942,-32.076,   0.011, -0.320, -1.032, -0.266,  0.071, -0.177
187, 26.543,  3.701,-16.860,  -0.029, -0.276, -0.996, -0.283,  0.063, -0.178
188,  7.537,  7.357,-17.040,   0.113, -0.328, -0.933, -0.290,  0.062, -0.173
189,  1.720, -2.946,-21.100,   0.059, -0.286, -0.932, -0.298,  0.052, -0.167
190, -1.166,  3.028,-19.118,   0.145, -0.298, -0.959, -0.304,  0.045, -0.167
191, -9.555,  8.935,-25.040,   0.114, -0.251, -0.857, -0.312,  0.038, -0.170
192, -6.415,  9.211,-11.215,   0.150, -0.219, -0.937, -0.323,  0.028, -0.173
193,-28.748,  2.116,-21.249,   0.141, -0.207, -0.802, -0.326,  0.030, -0.165
194, 11.716, 11.447, 22.199,   0.118, -0.220, -0.979, -0.325,  0.027, -0.164
195,-26.610, -3.372,  5.772,   0.149, -0.329, -0.891, -0.319,  0.033, -0.169
196,-25.518, -3.529,  0.673,   0.144, -0.152, -1.084, -0.317,  0.032, -0.168
197,-22.386, -6.206,  8.382,   0.110, -0.139, -0.902, -0.305,  0.030, -0.188
198,-38.199,-24.038, -6.632,   0.013, -0.097, -1.045, -0.296,  0.032, -0.194
199,-20.165, -5.152, -9.697,   0.041, -0.082, -1.019, -0.289,  0.015, -0.215
200,-11.858, 11.066,  8.127,   0.012, -0.048, -1.040, -0.286,  0.010, -0.221
201,-33.586,-15.193,-28.046,  -0.051, -0.099, -0.739, -0.285, -0.009, -0.223
202,-23.926, -1.054, -7.073,  -0.026,  0.008, -1.087, -0.282,  0.004, -0.224
203,  1.338,  2.056, -1.712,   0.077, -0.109, -0.917, -0.281,  0.004, -0.228
204, 23.447,  6.864, -4.262,   0.013, -0.037, -1.085, -0.280,  0.016, -0.224
205, 10.228,  4.576,-12.397,   0.004, -0.143, -1.032, -0.281,  0.022, -0.213
206,  1.555,  2.310, -7.260,   0.076, -0.194, -1.055, -0.281,  0.023, -0.207
207, -6.991, -3.252,-25.765,   0.019, -0.167, -0.990, -0.285,  0.023, -0.210
208, -3.514,  1.585,-10.916,  -0.010, -0.156, -0.953, -0.295,  0.019, -0.209
209, -5.593,  1.563, -7.738,  -0.011, -0.127, -1.016, -0.289,  0.018, -0.216
210, -6.408, -1.660, -7.918,  -0.045, -0.142, -0.962, -0.288,  0.017, -0.218
211, -0.150,  4.935, -9.256,  -0.037, -0.132, -1.047, -0.289,  0.016, -0.211
212,  2.572,  7.896,  0.269,  -0.090, -0.170, -1.016, -0.289,  0.025, -0.202
213, -2.228,  8.344,  1.817,  -0.001, -0.235, -1.042, -0.293,  0.032, -0.197
214, -4.441,  1.249,-11.552,   0.005, -0.248, -1.009, -0.294,  0.029, -0.199
215, -6.213,  7.267,-10.453,   0.027, -0.184, -1.060, -0.296,  0.028, -0.195
216, -9.234,  2.699, -8.920,   0.039, -0.182, -0.969, -0.303,  0.025, -0.200
217,  3.290,  6.370,  7.776,   0.090, -0.213, -1.032, -0.296,  0.026, -0.194
218,  4.441, 13.638,  8.935,   0.118, -0.215, -1.074, -0.294,  0.036, -0.186
219, -1.069, 12.591, -1.645,   0.034, -0.247, -0.977, -0.296,  0.042, -0.181
220,-14.341,  6.512, -5.376,   0.003, -0.239, -0.912, -0.306,  0.038, -0.182
221,-12.748,  2.505, -8.718,  -0.037, -0.188, -0.896, -0.303,  0.032, -0.185
222, -5.623,  4.471, -1.622,   0.007, -0.166, -1.020, -0.304,  0.032, -0.185
223, -1.907,-14.789, -6.071,   0.060, -0.226, -0.885, -0.305,  0.021, -0.190
224,  6.482, -4.628,  4.067,   0.292, -0.293, -1.154, -0.293,  0.029, -0.190
225, -9.182,  4.172,-23.537,   0.059, -0.192, -0.965, -0.299,  0.026, -0.196
226, -8.224,  2.639,-18.587,  -0.014, -0.155, -0.905, -0.307,  0.016, -0.197
227, -6.624,  1.667,-14.812,   0.048, -0.122, -1.007, -0.306,  0.012, -0.196
228,-16.038,-20.703,-27.530,  -0.065, -0.040, -0.925, -0.305, -0.001, -0.200
229, 11.342,  3.918, 19.395,   0.020, -0.214, -1.087, -0.300,  0.008, -0.197
230,-13.526,-14.535,  5.413,   0.120, -0.270, -1.120, -0.289,  0.005, -0.206
231, -5.376,  5.466,  0.665,   0.089, -0.266, -0.989, -0.286,  0.007, -0.216
232, -8.486,  1.667, -6.580,   0.060, -0.207, -1.048, -0.288, -0.001, -0.213
233, -8.830,  3.178, -3.985,  -0.022, -0.157, -0.935, -0.289,  0.004, -0.219
234, -7.208,  2.497, -1.585,  -0.108, -0.131, -1.039, -0.291,  0.004, -0.219
235,-23.612,  5.234, -4.352,  -0.079, -0.167, -1.045, -0.296, -0.001, -0.220
236,-14.797,  2.086, -5.107,  -0.109, -0.099, -0.965, -0.292, -0.006, -0.222
237,-17.227,  0.680, -8.516,  -0.103, -0.095, -0.920, -0.296, -0.011, -0.230
238,-13.615, -5.884, -1.690,  -0.020, -0.025, -0.955, -0.294, -0.022, -0.234
239, -7.327, -6.819,  1.989,   0.041, -0.054, -1.052, -0.284, -0.017, -0.237
240,-21.900,  4.112,-16.808,   0.176, -0.117, -1.035, -0.284, -0.023, -0.239
241, -8.150, 11.268,-14.954,  -0.036,  0.047, -0.980, -0.290, -0.037, -0.239
242, -9.727, 10.669,-12.808,   0.004,  0.038, -1.043, -0.296, -0.036, -0.239
243,-88.630,-34.558,-42.745,  -0.013,  0.181, -1.116, -0.298, -0.059, -0.249
244,-23.724, 11.006, -7.955,  -0.114,  0.189, -0.991, -0.296, -0.109, -0.246
245,  7.081, 22.079,  6.116,  -0.044,  0.142, -0.955, -0.310, -0.095, -0.239
246,  7.552, 14.916, 10.423,   0.010,  0.113, -1.008, -0.315, -0.081, -0.236
247, -0.045,  8.867,  0.105,   0.051,  0.122, -0.959, -0.322, -0.071, -0.231
248, 10.139,  7.185, 17.974,   0.067,  0.122, -0.943, -0.322, -0.058, -0.228
249, 44.936,  5.667,  9.226,   0.052,  0.034, -1.036, -0.322, -0.023, -0.220
250,  7.641,  1.181, 18.161,   0.092, -0.074, -0.999, -0.310, -0.003, -0.207
251, -6.198,  1.794, -6.639,   0.075, -0.129, -0.951, -0.308,  0.006, -0.206
252, -2.557, -5.578, -8.232,   0.044, -0.129, -0.993, -0.306,  0.005, -0.207
253, -4.695, -2.722, -5.466,   0.053, -0.126, -0.970, -0.309,  0.006, -0.209
254,-11.522, -7.776,-13.533,   0.158, -0.116, -0.978, -0.300,  0.004, -0.216
255,-11.454, -9.600, -7.843,   0.107, -0.105, -0.922, -0.297, -0.003, -0.225
256, -9.982, -7.133, -1.458,   0.088, -0.122, -0.933, -0.293, -0.014, -0.220
257,-11.746, -2.609, -1.458,   0.103, -0.052, -1.038, -0.287, -0.008, -0.227
258,-10.707,  0.426, -0.449,  -0.066, -0.026, -1.149, -0.283, -0.010, -0.230
259, -6.415, -2.213, 12.112,  -0.140, -0.002, -1.131, -0.277, -0.006, -0.237
260,  3.611,  9.152, 14.752,  -0.082, -0.067, -0.972, -0.272,  0.002, -0.234
261,-13.705, -0.867,  2.004,  -0.086,  0.043, -1.079, -0.272,  0.006, -0.225
262, -6.781,  4.344,  6.378,  -0.072, -0.014, -0.962, -0.263,  0.010, -0.226
263,-11.963,  5.226,  5.137,  -0.016,  0.011, -1.035, -0.261,  0.011, -0.228
264, -6.572, 10.632,  6.385,   0.059, -0.010, -1.025, -0.257,  0.011, -0.231
265, -7.342, 12.696,  2.228,  -0.028, -0.049, -1.027, -0.258,  0.013, -0.225
