Packet number, Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Acceleromter Y (g),Accelerometer Z (g), Magnetometer X (G), Magnetometer Y (G), Magnetometer Z (G)
893, -4.344,  2.572, -4.120,  -0.126,  0.040, -1.041,  0.048, -0.080, -0.264
894, -4.718,  2.639, -4.352,  -0.146,  0.033, -1.004,  0.052, -0.076, -0.263
895, -4.464,  2.617, -4.262,  -0.152,  0.029, -0.992,  0.051, -0.079, -0.258
896, -4.755,  2.841, -4.509,  -0.130,  0.039, -1.037,  0.049, -0.077, -0.265
897, -4.546,  2.707, -4.352,  -0.133,  0.035, -1.023,  0.050, -0.076, -0.265
898, -4.553,  2.363, -2.811,  -0.145,  0.035, -0.998,  0.049, -0.076, -0.262
899, -4.284,  2.520, -4.180,  -0.142,  0.031, -1.005,  0.051, -0.075, -0.263
900, -4.553,  3.148, -9.092,  -0.138,  0.022, -1.015,  0.050, -0.075, -0.258
901, -5.137,  2.983, -4.097,  -0.135,  0.036, -1.016,  0.048, -0.075, -0.265
902, -5.062,  2.983, -4.479,  -0.108,  0.047, -1.073,  0.049, -0.075, -0.265
903, -5.166,  2.826, -4.299,  -0.124,  0.041, -1.047,  0.047, -0.074, -0.263
904, -4.785,  2.916, -4.441,  -0.146,  0.033, -1.001,  0.048, -0.075, -0.262
905, -4.486,  2.647, -4.150,  -0.139,  0.034, -1.015,  0.045, -0.077, -0.264
